Desagregación,Código subregión,Subregión,Código entidad,Entidad,Pilar,Número ODS,Nombre ODS,Número meta,Nombre meta,Número indicador,Indicador,Valor,Numerador,Denominador,Año,Fuente,Unidad de medida
Municipal,SR06,Occidente,05411,Liborina,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),8.569677679,342.7871072,4000,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05652,San Francisco,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),27.41900629,545.3640351,1989,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR03,Magdalena Medio,05579,Puerto Berrío,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),26.33934629,3353.227724,12730.8692,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05353,Hispania,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),13.1779661,253.0169492,1920,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05079,Barbosa,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),16.09071301,2917.331444,18130.52935,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05604,Remedios,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),21.91294913,2180.557568,9951,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05376,La Ceja del Tambo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.099025471,1736.739402,19087.09243,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05495,Nechí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),36.07039903,2257.044306,6257.331126,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05647,San Andrés de Cuerquía,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),8.21925613,208.7691057,2540,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05690,Santo Domingo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),13.89457313,728.9093063,5246,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05150,Carolina del Príncipe,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),10.28123842,168.9207472,1643,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05885,Yalí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),15.81758279,373.1367781,2359,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05282,Fredonia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),14.82119727,1131.079921,7631.501695,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05440,Marinilla,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.507945056,1810.693056,19044,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05837,Turbo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),38.95615749,14105.77464,36209.35829,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05093,Betulia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),8.99920313,537.612395,5974,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05576,Pueblorrico,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),11.66890609,320.1947832,2744,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05031,Amalfi,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.335783517,707.7315225,7580.847619,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05321,Guatapé,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),10.01791571,330.4181818,3298.272727,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05679,Santa Bárbara,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.113968596,830.5559581,9113,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05674,San Vicente Ferrer,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.58459961,981.9763072,7803,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05642,Salgar,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),11.69779359,653.5255784,5586.742261,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05628,Sabanalarga,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),45.014996,1703.367448,3784,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05264,Entrerríos,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),6.94401076,238.8739701,3440,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05756,Sonsón,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),13.65222145,1658.992042,12151.81022,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05483,Nariño,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),10.25885479,331.2584211,3229,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05664,San Pedro de los Milagros,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),6.218309934,514.3164147,8271,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05861,Venecia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.07971681,586.3494538,4854,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05658,San José de la Montaña,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),5.67317723,88.61502833,1562,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05134,Campamento,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),18.4478607,483.9130611,2623.139175,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05475,Murindó,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),33.04352522,455.6702128,1379,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05501,Olaya,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),8.655747528,139.7903226,1615,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05467,Montebello,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),12.27323606,371.6335878,3028,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05400,La Unión,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),2.587415452,189.9421683,7341,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05190,Cisneros,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),21.87585923,839.667682,3838.330065,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05004,Abriaquí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),10.33142424,91.12316176,882,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR09,Urabá,05045,Apartadó,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),47.55612264,16122.41725,33901.875,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05607,El Retiro,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),4.528790097,396.3144214,8751,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05360,Itagüí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.533771681,8636.569456,90589.22056,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05541,Peñol,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),4.261338119,364.6065854,8556.152439,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05040,Anorí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.084520106,393.572164,4332.338521,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05789,Támesis,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),6.112604955,385.2163643,6302,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05315,Guadalupe,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.578290993,221.0669561,2308,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05036,Angelópolis,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),20.59375497,401.9040877,1951.582353,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05308,Girardota,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),14.72890066,2417.510281,16413.37896,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05145,Caramanta,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),5.716212758,113.0666884,1978,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05615,Rionegro,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),5.451737295,2171.493262,39831.21609,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05250,El Bagre,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),25.45113891,3403.375846,13372.19469,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR02,Bajo Cauca,05790,Tarazá,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),0,0,0,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05361,Ituango,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),26.61119258,1852.405116,6961,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05887,Yarumal,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),10.69821832,1395.796544,13047,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05240,Ebéjico,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),3.266118935,164.4164272,5034,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05660,San Luis,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),11.10367314,615.3655652,5542,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05209,Concordia,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.710056628,600.7612036,6187,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05001,Medellín,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),11.58384321,104539.4277,902458.9319,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR01,Valle de Aburrá,05129,Caldas,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),16.15116463,4158.985254,25750.37373,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05656,San Jerónimo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),8.544418011,600.8605634,7032.2,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR05,Norte,05310,Gómez Plata,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),9.050219515,374.4075813,4137,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR03,Magdalena Medio,05425,Maceo,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),22.45137161,770.6901042,3432.708333,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR08,Suroeste,05792,Tarso,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),6.93864242,149.4342648,2153.652771,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR04,Nordeste,05858,Vegachí,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),14.4679869,673.9188299,4658,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR07,Oriente,05649,San Carlos,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),18.31792696,1127.102046,6153,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
Municipal,SR06,Occidente,05234,Dabeiba,Personas,2,Hambre cero,2.1,Acceso universal a alimentos seguros y nutricionales,2.1.1.P,Prevalencia de inseguridad alimentaria en el hogar (moderada o severa),10.47984225,668.3021325,6377.024735,2017,DAP - Departamento Administrativo de Planeación de Antioquia  Encuesta de Calidad de Vida de Antioquia,Porcentaje
